Time,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40
0,-0.648986338,1.636124289,0.598372484,-0.388677498,-0.822796557,-0.868170772,-0.314651117,-1.372578569,0.023962079,-1.308207084,0.318676156,0.72220907,-1.762383512,0.842196581,0.13677136,0.042921388,0.292513148,0.372196775,-0.113031281,-0.975333531,-0.949344483,-0.662567875,-0.787600147,0.381973502,0.299419959,-0.133971198,1.172612539,0.022805905,-0.365456355,-1.164841531,0.201912364,-0.638767143,0.333283788,-0.498657036,-0.358398536,-0.741742613,-0.234720391,-1.444708327,-0.06309194,0.098495259,1.894119575,0.120686989,0.626809349,0.088010942,0.711597832,0.446090693,0.986499907,0.225058169,-1.119118353,-0.896303447,0.06886907,-1.577636132,-0.218907738,0.632981941,-0.01265574,-1.012248868,0.135834684,0.547187276,0.301764591,0.002450645,0.137322639,0.023749546,0.101773127,0.904183603,0.451966002,-0.304666276,-1.133923344,1.273054263,-1.040860725,0.621688893
0.001,0.059983732,-1.341294837,-0.21553132,-0.194509851,0.088085951,0.699851542,-0.212224588,2.292791031,0.869281898,-0.283135618,1.318482009,-1.128919593,-1.097038684,-0.57128844,-0.639467983,0.44503361,-0.224833981,-0.482370972,0.812045625,-0.025043621,0.483101815,0.101244295,-0.868129127,-1.762706055,-0.49561098,0.614275299,-0.114241303,0.344875509,0.418033185,-1.630754974,0.423117159,0.090828041,-0.386859497,-0.324156881,-0.737562953,0.256137054,-0.027190254,-0.071893534,0.251888002,0.503093105,-0.960361967,-0.258484456,1.154365255,0.035942416,-1.468030045,-0.114734772,-0.544431738,0.030406077,-0.174083518,0.608691308,-0.490576112,-0.218213848,-0.779021824,0.612233468,-0.421880099,-0.33179565,0.776953991,-1.18996656,-0.552233479,-0.439227748,-0.096828201,-0.836283116,-0.041254242,-0.498540415,0.298947299,0.759140535,1.248594753,0.473648148,-0.549732511,-0.681461555
0.002,0.791484026,0.577965803,-0.116432445,0.15594633,0.035967266,0.797870978,0.458262895,0.20012727,-0.395286192,-0.229315674,-0.354384493,-0.248282311,-0.196536893,0.791318065,0.364831987,0.473603002,0.795038052,-0.475442826,-0.325216939,0.668118461,-0.512543727,0.105261876,-0.779185372,-0.324837284,0.136182599,-0.721574102,-0.142793685,0.716510874,-0.375646392,-0.370545486,-0.285693823,0.385072317,-0.254966513,-1.508010583,0.004513548,0.865487542,-0.314235253,-0.661876193,0.120720585,-2.138608458,0.967021658,-0.10689398,-0.127352155,-0.451483798,0.307071575,0.07312182,-0.18579808,1.241616494,-0.250085513,-0.858203655,-0.75857434,-0.500945619,-0.15046123,0.431705238,-0.21829018,0.185657049,0.947558176,-0.307523377,-0.137370585,-0.250674707,-0.45651273,-0.635259526,0.462879314,-0.131410494,-0.252263509,-0.318126883,-0.635238677,-0.12527923,0.834698392,-0.036930902
0.003,0.178176187,0.588366319,-0.493757351,-0.709884229,0.711637097,0.984137562,0.842084242,-1.025574575,0.992598357,0.234296539,-0.556136796,0.018799233,0.371785366,-0.36986852,-0.01635025,0.290799695,-0.161433876,-0.280700783,1.112483868,0.476510354,-0.643670708,-0.229943785,-0.771508057,0.223943775,-1.058728721,0.124241346,0.444076483,0.800562847,-0.012487889,0.014153615,-0.118009947,-0.127133439,-0.279220955,0.398877451,0.896921232,-0.456521347,0.979946022,0.373121322,-0.526496221,0.503299335,0.038103397,0.679496676,1.379241452,0.102632766,0.747586335,0.895499195,-0.395108987,0.42409152,0.400923924,0.561074758,-0.257203328,-0.076165974,0.435044963,0.111561655,-0.549839097,-0.711902879,0.952475946,-0.293255029,-0.537043669,-0.486976573,1.436378263,0.659166139,1.090862726,0.342031534,-2.496034818,0.180040264,-1.503331616,-0.221415403,0.635811052,0.033172997
0.004,0.248741041,-0.657387512,-0.180206745,0.741133651,0.005325364,0.5813019,0.311748265,-0.945126289,-0.01719912,0.816976855,1.492094101,0.940250001,-0.478580099,-0.50918347,1.060987726,0.957968794,0.25242751,0.223618304,0.321171663,1.182928507,-1.745559045,-0.442930272,0.368082819,-0.352339026,0.581612051,-0.198079838,-0.702463788,-1.323802193,-0.162810083,-0.380785384,-0.791193845,-0.149159335,-1.413733687,0.444412733,-0.292987012,0.461219697,-1.263591942,0.001503996,0.143947024,-0.668363398,0.365317171,0.158112375,-0.692203192,0.269744135,0.384066084,0.297726634,-0.489000416,-0.27827073,-1.054709352,0.742406557,1.193826232,-1.247872797,0.293312487,-0.228733423,-0.532009933,0.140842431,0.783744217,0.33909737,-1.516403076,-0.368123701,-0.226953519,1.088419672,-0.911533732,1.047473214,-0.461941533,0.610951965,-0.775076645,0.783582918,-0.473223162,0.710923143
0.005,-0.447732687,0.811424936,-0.968751684,-0.128773246,0.457680977,-0.177900183,-0.879003757,0.320495457,-0.051780899,0.435225254,0.532711081,0.477261696,0.726369633,-0.578596015,0.871011543,0.348113951,0.142101467,-0.701200128,0.040038528,0.009547405,0.806909966,0.031929622,0.754362187,0.99075734,-0.571012164,-0.657479057,-1.878444897,-0.099752547,0.564686657,-0.228302909,-0.829837957,-1.509965827,-1.033300391,0.0365746,0.379645588,-0.507354141,1.096519063,0.225893174,0.287471695,0.225948519,-0.790169725,0.845376876,-0.690389682,1.218804765,-0.299384504,1.644229698,0.012233776,-0.116821066,1.111144293,-0.581639458,-0.244051616,-0.079191068,1.992576584,0.048673125,-0.719998863,0.064801456,0.692058757,0.440241107,-0.666464087,1.176546069,-0.602975962,-0.00142487,0.300020809,0.676261278,-0.282332062,0.821118882,0.131719493,0.004715122,0.330767332,1.422100934
0.006,-0.272680331,-0.956809106,0.104351307,-0.385726401,0.30194412,0.065288675,-0.354237558,1.241926369,-1.386267368,-0.412834779,0.384236577,-0.431575567,-0.846058773,0.03379878,-0.470029223,0.123512147,0.240655049,-0.478450864,0.049666556,0.072350979,1.25032803,0.982583449,0.223307867,1.248889636,0.422588472,1.310803727,-0.044472686,1.098188721,0.790825447,1.000961807,-0.169682007,0.662925585,0.14464407,0.009677761,-0.888494654,0.185119725,0.7498088,0.668272399,-0.575861513,0.350727652,-0.108143672,0.688039632,0.281062914,0.231823645,0.480993689,0.195788825,-0.556335276,-0.093224372,-0.992351098,-0.239431078,0.492659583,0.663931195,0.821656376,0.538317892,-0.349718614,1.331552706,-0.264418931,0.024793571,-0.07459216,-0.602655074,0.534588572,-0.910008646,0.85941924,0.045147044,-0.067317973,1.037151549,-0.304832474,-1.098761872,0.74818434,0.372607261
0.007,0.502895446,1.115986914,-1.079665015,1.654640378,-1.063411126,-0.312495788,0.89193125,0.740741568,-1.026384587,-0.097431549,0.7954153,-1.868897842,-0.231290729,-0.984678803,0.135506185,0.679286217,-0.961931192,0.386352586,-1.0201661,-0.74774382,-0.192870265,0.158478714,0.140549496,0.030441591,-0.538241585,-0.749436685,1.813970723,-0.905207792,0.044345108,0.488299808,0.523741017,1.730552347,-0.527382849,-0.59652797,0.864381974,-0.319497714,0.80501662,0.515377392,-0.942878394,-1.06193138,-0.82930378,-0.833168042,-0.885127073,0.101526802,0.254534394,-1.598106059,-1.155542637,-0.251835849,-0.479308854,0.734117443,0.268789858,0.500731505,-0.205520187,-0.692294792,-0.179236618,-0.134761811,-0.551083247,-0.830507854,0.094731037,0.16637721,-0.503723861,-0.350803532,0.011093339,-0.166200136,-0.636558791,0.132725583,-0.41446828,0.016367629,0.057032621,-0.489830446
0.008,-0.33666673,-1.298401414,-0.4310453,0.320201978,0.701630994,-0.615900711,0.024458745,-0.131132128,-1.705278687,0.709285134,0.97296868,0.878936411,-1.632506148,0.032673182,1.000989495,-1.062144509,-0.532348711,0.557665101,0.372877085,1.33450035,0.289673659,-0.896722551,0.826689075,-0.517140318,0.682932525,0.98059835,1.147005054,-0.399157625,0.486383774,-0.001264102,-0.533870483,-0.677211548,0.654860241,0.213170232,0.543459031,0.71041564,-0.273916738,0.120136225,0.438929047,-0.455198208,-0.001536081,0.996190496,-0.742743037,1.539679878,0.312769412,0.723154832,-0.080525325,-0.787237477,0.262229791,0.497148922,0.284251657,-0.026720555,-0.254515392,-0.144655305,0.093820326,0.35792847,0.427341617,1.319293843,-1.414007448,-0.343097583,-0.29322715,-0.574656881,0.698212881,-0.340794168,-0.276892932,-0.555076385,-0.972480905,0.790474017,-0.873943133,0.586416565
0.009,-1.618432045,-0.281613102,0.228781474,0.778619834,-1.078690822,1.904524037,-0.001474552,-0.824157033,1.265180148,-1.111831213,-0.824184588,0.082448415,0.301214097,0.113916987,0.082488914,1.376015086,0.200679193,0.843631944,0.377024192,-0.120668813,0.740441401,0.392459164,0.150207554,0.01133112,-0.598327288,0.613513523,0.184688549,-1.515647283,-0.460237778,0.675894282,-0.352296436,0.543862022,0.145998481,1.099862795,1.100439138,-0.010987831,-0.486380501,-0.804042549,0.393148979,-0.049782778,-1.260297031,0.999250687,-1.336341658,1.964349067,0.030506195,-0.379807542,0.102135854,-1.110459588,-0.395118526,-0.711076198,0.595547333,-0.83851723,0.479829304,0.79718732,0.979128579,-0.888299261,-0.816073767,-0.940931702,0.805848645,0.170946261,1.573308175,0.718475917,0.641039968,0.04942423,-0.554057552,0.045419603,0.296681276,0.366359655,0.554632264,0.054336172
0.01,0.477035887,1.378612451,1.104523832,0.360277482,0.451626234,0.61299492,0.278194633,-0.058903314,-1.014475163,1.168900012,-0.564958536,-0.93969916,-0.410272731,-0.371663446,0.192246921,-0.348276693,0.968970828,0.260682608,-0.166291181,-0.279946677,0.869619549,-0.90460306,-0.418753554,-1.73244602,0.808136066,0.648472634,0.598637201,1.267039574,0.255034101,1.165206441,1.332091035,-0.849880216,0.505232473,0.320460662,0.777306581,0.516134806,0.728598739,0.230539636,-0.393148214,0.655559971,-1.038868346,0.055669866,0.39613927,0.848565379,-1.072249411,-0.214936718,0.134289942,0.636392614,-0.189949811,-0.621497803,0.955638931,-0.127397367,0.687273052,-0.277176865,-0.085611613,0.580832969,0.450798261,0.688420696,-0.2503774,-0.927136129,-0.178420167,-0.546129864,-0.54274495,-0.88266123,0.35998099,-0.610117714,-1.267247924,0.061728828,-1.299470382,0.553135553
0.011,-0.099031309,0.183937884,1.134711559,0.048027158,-0.023519682,-0.420821263,-0.029703109,0.035498548,-0.606626237,0.30281344,-0.680115478,-0.450470675,-0.56308344,-0.157009004,1.111050458,-0.792081516,1.040060722,-1.085390281,0.113857755,1.177005689,-0.360483988,-0.558441814,1.206275096,0.494553652,-0.39656626,0.0581567,1.265481588,-0.234873149,0.665036792,0.264305249,-0.064252503,0.402944688,0.200570189,0.183342932,0.865022363,1.669207814,-0.009188286,0.190158767,-0.280934284,0.841322619,0.818540969,-0.342055553,0.277786594,-0.318837403,1.170862419,-0.469098876,0.157011182,-0.827052317,-0.305980217,1.069410677,-1.31008977,-0.890310322,-0.705918231,-0.689488403,0.187610903,0.0618938,-0.135190651,0.028696475,-1.507453102,-0.804405389,-1.124398624,-0.329667287,-0.548528408,0.579739168,0.648026721,-0.248710245,0.905832434,0.083985523,0.251587974,-0.18660787
0.012,-0.150467484,0.251625082,-0.382824307,0.196435061,0.622381613,0.571152549,0.515595625,0.521053933,1.189207147,0.65707951,0.876310487,1.311102034,1.830171182,0.042176572,0.850159386,0.054192867,0.258761051,-0.165775492,-0.027323101,-0.906471687,0.797336522,1.197618953,-0.443767287,-0.00672537,0.146684308,-0.649938916,-0.113755971,-0.432833901,1.560277144,0.09923651,-1.170835002,-0.936202494,-0.390117645,-1.104425496,-0.373132237,-0.792946186,0.465819788,-0.564919628,-0.686765397,0.467501667,1.202938214,-0.016439621,0.775747767,-0.277380835,-0.297245255,0.358418517,0.716546532,0.717762884,1.06637691,-1.269759499,1.159572257,0.512976508,0.068554476,-0.105827359,1.14909353,0.139975576,0.803656233,-0.579434615,-0.08689992,-0.683542064,-0.64314932,-0.320647498,0.182096767,-0.787577326,-0.383406666,-0.879872268,-0.61579987,1.205966897,-0.419465952,0.133511859
0.013,0.541375293,1.010242697,-0.11044032,1.082673669,-0.572280953,-0.687609258,0.640573565,-0.459394081,0.118872274,0.223799306,0.90077208,-0.606049614,-0.939532558,-0.182575386,-0.356819499,1.571550898,-0.611743088,-0.069250731,-0.170379667,-0.359232597,0.84840016,-1.676693831,-0.317208308,-1.084673226,0.282447425,0.204023089,0.759592873,0.133680357,0.017091181,-0.705657874,1.679382792,0.628485982,0.724923073,-0.236979686,0.937122572,-0.76472643,0.803862276,0.316697593,-0.094325282,-0.19572471,0.473336078,0.813699251,-0.549999323,0.586898917,1.341727379,-0.079855959,0.060596569,0.186047734,0.590549348,-0.568382723,0.07228289,-0.514151518,-0.32273259,0.418753575,-0.454417574,0.541168719,-0.783446937,0.486886462,0.523996604,0.562983911,0.997924917,-0.507430806,-0.791759811,-1.511864149,0.268055765,-0.519490068,-1.140850625,-0.210189048,0.959947854,1.02971962
0.014,0.154574135,0.499955793,-0.560683548,1.442456243,0.57780598,0.075231906,0.15238466,-0.543717252,-0.559438561,-0.079952428,0.30066635,-0.184212455,-0.817041464,0.542038467,-0.87662747,0.637629699,0.530070167,-0.261165142,1.134847205,0.876651489,-1.252406957,0.408305724,0.322612753,0.995928504,-0.440249018,0.143547677,0.361796787,-0.094338797,-0.266190182,-0.084442649,0.65552854,0.049875986,-0.643003208,-0.782662534,0.836451795,-0.032988575,0.868866714,-0.32598525,-0.634698174,-0.193822261,-0.858795497,1.012377226,-0.047659725,1.936875624,1.165409394,0.507081332,0.045041655,-0.859725943,-1.122899778,0.53649807,0.538809683,-0.340278316,0.587145413,-0.869070733,1.426569551,-0.008812353,0.658978106,0.610144908,-0.036201371,-1.063600457,-0.021626338,0.147690531,0.28109597,-1.137379498,0.41223087,-1.244947695,0.855759298,0.301400929,-0.360353067,-0.149219073
0.015,-0.585608126,-0.022477481,0.161947241,-0.28540486,-0.416801366,-0.362349823,0.757026233,0.12002823,-0.424005174,0.153150186,-1.581561158,-0.903592203,1.138259296,-0.210630948,0.787921609,0.001358624,-0.491238498,0.946128738,-0.598961604,0.177377734,0.859632364,-0.598176987,-0.812929167,-0.24400768,-0.139028354,0.866732367,0.151222229,0.653480651,0.031693347,0.781575431,-0.034789491,-0.594299585,0.696966215,0.67948336,0.988086042,-0.918695062,0.86616176,-0.425387365,0.404269353,0.133619915,0.056032443,-0.699691401,0.640348649,-0.559781549,-0.212822153,-0.27070816,0.007156093,-0.043351422,1.338869126,-0.361021535,0.562365599,-0.723736087,0.842637182,-0.806058867,-0.352705305,0.32012898,-0.108381729,0.141347981,-0.44860533,0.218839205,-0.468382058,0.062707199,1.180023351,-0.219826924,-0.389248773,1.117092629,-0.94003978,-0.124072059,-0.574682593,0.572901117
0.016,0.650170058,0.862398398,-1.049818647,0.520889425,1.129058877,-0.192950307,-1.08030937,0.27581678,0.755159042,0.679486432,-0.528506686,-0.203013428,0.816846241,0.363058552,0.268399215,1.278860895,0.238633553,-0.421642532,-0.821273782,1.073358863,1.132779955,-0.71853812,-1.266950132,0.975854996,-0.257759328,0.685580685,1.447779824,0.043444092,-0.132779687,-1.308068566,0.022637571,-0.657690841,-0.414967656,0.208462403,1.365955002,0.214962501,-0.650025924,0.388598184,0.338361354,-1.104482718,-0.36300111,0.188727146,-0.277435169,1.046203614,0.847430765,-0.779845321,1.148341017,0.137374179,-1.796093578,1.062080153,0.214266324,-0.098815867,-0.741144448,0.82579988,0.26471424,0.212097575,-0.838354234,0.184531549,-0.91108445,0.471815001,0.352998916,1.31141325,0.514821081,0.135236558,0.863516629,-0.109531305,-0.067734136,0.933629913,-0.557777812,-0.001467164
0.017,1.162201808,-0.38415727,-1.358704626,-0.119981133,0.488807764,-0.169001825,-0.942962122,-1.183433146,1.388830932,0.311298161,-0.539785871,-0.265710134,0.19117893,-0.653067703,0.509805951,0.263482165,1.009179202,0.030297637,0.378007377,1.383048817,0.214527718,-0.281866857,0.322828018,-0.44867193,0.448751059,-0.045634113,0.27728728,-0.165985617,-1.106186088,-0.414307742,0.082048659,0.56782066,0.244065809,-0.117337075,0.320036702,-0.065335363,1.416038362,1.136820347,-1.287393305,0.110737342,0.770029654,-0.849800232,-0.128234905,-0.816142411,0.27378033,0.09441094,-1.153081917,0.836351485,-0.116698339,-0.398106314,-0.834445592,1.149843574,-0.073660469,1.267747758,-0.621680019,1.262029946,0.166912934,0.22938664,1.048194936,0.200347983,-0.319919047,-0.347666514,0.39476776,0.318906433,0.53658621,-1.589534352,-0.361664885,-0.513999052,1.031136404,-0.157417112
0.018,0.216718878,-0.974828423,0.36729953,0.318605219,0.547650302,1.780905042,-0.603633445,-0.944571074,0.071936779,-1.43856112,-0.323541174,0.133417426,0.058697729,-0.588390244,-0.427016285,0.28857007,-0.667384536,-0.060911038,0.59712907,-0.991874813,-2.143551214,0.28118317,-0.346897679,0.074476769,1.049045298,-0.122322698,-0.107143765,0.540650316,-1.004322087,-0.869157373,-0.128568886,0.504877307,-0.859542879,0.430257724,0.198602561,0.042011659,0.347018577,0.613068483,-0.268695969,0.35562845,0.148072694,-0.558102449,0.220321428,0.018715512,-0.273076697,-0.104658317,-0.053234943,0.256210929,-0.808832817,0.6554977,-0.062080259,0.573112753,-0.133990006,0.770054795,0.332924702,1.292084613,-1.105796329,1.524082798,-0.76802559,0.216449892,1.194731735,0.005197666,-0.657914241,-1.047638075,-0.341279615,-0.497696474,-0.471603582,0.019341209,0.220217493,-0.025612266
