Time,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40
0,81.12439289,64.80085001,72.6936073,63.93963634,68.85865896,68.54493372,65.44360496,69.59659151,78.7255519,68.04276599,79.17382243,49.07160261,48.01698759,54.97667016,68.32099931,56.99174,76.17312905,72.43826812,55.69208022,79.91951134,72.71134601,75.23365037,68.38488992,61.15802314,62.47922392,56.8302076,66.25539755,85.5017739,68.38562767,61.24398891,50.81590858,77.88866269,65.75477966,60.78539724,68.17729642,69.26138157,83.26485412,26.85450404,74.7536337,79.2856452,62.35964154,77.79608299,67.957842,67.37429758,43.19735168,68.96406601,74.41949748,56.98560412,77.60844873,33.85072194,67.00701313,71.21062653,65.58656868,69.23506141,63.07937551,65.55408598,67.74862824,83.30381787,43.43232774,70.08485231,61.93165811,64.2955358,79.73628692,56.87014398,54.45649843,62.45216984,79.44003217,62.01464241,68.40181894,78.33720292
0.001,67.20503246,67.64451588,62.37521196,75.46707725,70.77107707,51.79467153,85.59564248,63.42111877,76.61911282,82.91336605,68.57194037,48.10133418,63.59347693,70.58702788,71.22962342,69.82256506,79.76339231,67.96395821,62.97258069,70.71110144,63.29038892,72.22821549,67.78598264,69.21303514,58.34033262,63.47139067,69.8093221,87.17764849,59.91145418,67.38197953,59.86323215,72.3083087,66.47210314,63.5558607,65.46950443,66.2971106,68.17742257,42.48509873,68.01967426,79.33023983,52.49999458,70.6874135,60.39917365,73.99635939,26.66666951,66.7403866,67.78973843,65.53499125,57.30426337,46.60972239,80.96389252,73.54578499,62.42090028,60.91952002,56.29442705,58.46763851,75.04693566,78.40453367,41.65262385,81.32012601,68.45502399,74.92220333,81.4649806,71.41709796,57.6722825,65.67034681,73.35208261,76.24546752,74.54890117,80.8493747
0.002,75.1371118,65.54859246,67.23844186,75.21476232,71.16557273,63.44127475,71.69597786,64.73651523,80.13840772,64.39849941,73.35623244,56.56073769,70.45410855,54.02804038,85.25530705,56.04869007,80.82744152,75.59668593,67.65078986,72.93752852,68.86850793,90.40158601,61.0550187,66.94618035,72.25794538,52.51675308,81.51881168,82.02420601,74.98573776,67.78906074,66.08403051,79.15828699,60.397375,47.92938995,62.74422435,60.39025912,71.07828044,28.63611132,59.58912232,76.77639432,66.8654043,80.88794319,44.71462773,68.52586503,57.22408319,66.79778339,72.40314124,58.81731026,61.28627292,42.79457035,55.91250094,68.24905924,62.63358497,66.28066715,51.64344675,56.89508028,61.23901182,65.71363428,36.73761642,75.51919675,62.12676165,69.04879014,63.89742329,58.53129186,71.7333715,77.05257841,65.01900402,89.53032309,78.56811682,77.24082437
0.003,81.78109426,73.95392133,70.04103683,71.37288592,75.21670423,68.30970123,71.6232451,70.9592673,75.60766467,68.75188998,80.01271002,46.22344009,58.61733223,59.72085652,70.73382113,66.46987672,70.00348107,77.48483463,56.51525887,68.77847608,65.5276807,78.11836888,59.80391592,69.40458406,63.19093762,48.88971537,70.77074229,71.94458252,74.15371459,70.34278987,60.68502029,73.33293256,72.87776495,58.66954557,60.18158809,63.5023808,71.45893042,33.05399608,69.90736034,69.90845914,55.68954185,75.88603681,62.36864633,78.04227153,46.15918099,68.7837819,67.42044214,69.94428446,59.31679256,44.93085401,70.55854402,88.95813788,73.83346333,66.56915063,65.05931239,63.07532394,64.27967925,71.60779977,47.36606129,68.78517698,63.73728846,70.96502716,61.06975451,72.41859864,60.6148154,58.29566501,73.11320158,73.41657829,61.27657862,69.05494826
0.004,78.60402823,80.6750286,65.1678482,61.79058282,77.09434287,55.9345879,74.73052814,60.16811964,89.36855279,67.80258386,71.3366612,52.17595374,60.92322461,53.65829641,79.48656671,72.39255049,81.62592426,78.12365347,54.36967996,74.73634731,70.19543298,72.61973923,70.86346802,77.12592469,59.74580912,60.55038972,67.57211163,81.43221906,76.40414097,72.9801268,63.6632241,78.82183904,67.19687796,60.4920031,54.95289262,65.90345293,86.99361128,40.56675537,63.2120777,67.0692972,62.72998262,81.23948128,49.00289619,67.81384582,35.32845404,57.33035784,55.35381673,60.03754295,60.73390832,39.12391119,67.75094365,81.75218509,62.94863569,69.09854262,42.41648233,71.15137087,64.10403943,81.18204428,41.21886743,83.64349497,60.65368859,70.49548169,74.07241893,68.64764937,75.67836656,58.35945438,72.63395526,68.20261395,66.46050664,63.34209028
0.005,75.25998021,72.37895078,66.8720029,68.34031567,82.96596705,55.37786128,76.2774087,77.59955099,78.7930751,76.9360716,71.82804241,41.26625834,64.48808724,49.15492452,70.75212903,73.77814579,63.24246269,87.36797851,66.68155827,67.85284599,63.74612589,66.67925178,63.72389302,65.42093898,74.99540752,65.61681864,61.39615706,74.60529641,69.09048714,57.27431613,60.78898498,73.78316647,68.50795789,52.86418209,71.94392086,74.513948,78.03584911,19.95305997,67.44093128,62.98399317,57.07697884,68.98763718,49.68685015,61.17736386,38.09530079,65.58269638,62.49542106,67.5639881,72.29176833,44.48711605,67.40775318,80.21024546,67.36992678,72.24960934,58.0938576,54.67940051,79.60679113,73.24233704,45.67363824,65.52712526,57.63679872,65.94492861,66.88070452,67.4012755,65.75233464,68.05381739,79.11970902,70.55919303,70.8195986,81.73060626
0.006,71.55932209,72.40689367,66.73756988,66.79301392,76.83690702,54.6496514,78.9820225,61.62684835,65.48009653,71.3377858,70.72448249,54.1652781,56.6760513,59.16149097,81.46951834,68.40710593,83.81857278,83.2316888,66.38869244,84.33900305,62.91479056,72.62938614,70.70826675,65.85449427,74.06826323,54.07994232,62.83385708,59.17066944,62.10885874,68.2812823,57.59631822,74.48796323,64.74492175,54.06273513,76.16903395,51.71385204,76.12563862,37.17308235,70.86673446,73.64487777,56.81975731,81.0613159,51.79676576,67.79246243,37.42657329,71.40292483,66.55433623,74.48519931,75.54538351,47.92142896,74.76411728,68.13140298,76.56108773,83.00841779,61.35644169,70.86570164,63.53450157,72.8118841,48.51581448,71.53913456,54.56810573,67.74996208,70.36664596,64.1267403,58.40908941,61.31484447,67.97884061,82.17655725,68.71758583,85.45012437
0.007,76.16767734,91.7772011,70.91234916,64.54105497,67.11483397,57.094401,84.65640205,58.75996016,72.41356701,77.81936299,65.97413921,53.54405657,61.94126942,46.6104411,72.80928921,65.3868894,74.19970501,70.60836873,68.35994258,66.15363611,58.55124448,68.1994339,56.44572848,74.56353819,70.2915555,57.69205583,66.63568976,82.43890536,66.17777958,76.80704273,54.87102932,76.54396736,81.54219882,53.6337065,78.36696485,59.86882566,65.24333587,33.24953165,61.22382519,75.8436404,63.14358073,71.93770867,49.13933758,72.94583414,38.66960525,75.23450719,68.74027572,68.28893194,73.65582541,50.99821993,68.0511555,77.54939419,64.6983565,73.22090525,60.53497578,55.91483809,66.03789177,72.93813034,51.32354025,71.71144432,70.3639402,80.66802195,72.018723,53.47341602,61.7614476,72.92616185,80.68457674,65.19589285,67.64343142,74.01975267
0.008,82.06968618,68.33624892,79.11324368,76.16491889,74.56961931,53.04757035,76.40421851,63.56368503,80.5683885,73.39622817,72.13677094,51.10430225,74.17317564,56.47743427,80.49737726,69.94164515,75.60606597,74.43869827,68.31569809,68.55475267,71.90574008,76.5008214,66.50901326,65.42315713,69.34097967,65.33331833,64.66840374,77.34350825,74.38361395,70.61455392,60.42388768,72.07693269,71.34956062,60.67835627,68.1361549,61.41365587,70.39929346,24.49542373,66.29349648,71.14758602,68.09363999,82.14524123,45.70629697,72.14894669,31.44066135,71.37590365,63.51593923,57.15413405,68.46128105,45.87815608,75.64416497,73.76038605,62.06478263,72.01884044,50.77657461,62.28873534,61.55159625,75.38394665,53.03009329,80.31097835,47.81016666,67.15504427,78.74079247,66.87694083,69.16647834,68.43830952,75.77613545,65.74672849,71.41338339,70.02990823
0.009,72.91195799,89.62582639,64.23123016,75.11949148,78.03086762,57.50953891,83.66545929,66.36650778,75.33574422,74.96410352,81.33768062,59.65232408,74.93691293,49.45805467,76.26869231,76.66453032,66.77926722,88.55033873,61.30375773,77.13335602,62.94046462,75.19574771,67.28015142,72.69324077,70.86427081,56.10178569,67.16441649,81.10775687,64.69214262,71.89037179,51.7369199,75.54613868,73.09098774,59.15731644,75.48504984,63.30011388,85.23835243,34.1457714,68.00520299,74.76120979,70.70493415,79.21228204,63.06758491,73.5016847,44.6137043,72.74442355,74.07413371,60.1848157,71.03904227,46.24413695,60.25151635,77.16065934,72.49324055,63.97815256,66.76028531,58.36724203,58.28870591,72.41104034,46.98376121,77.11832722,60.69659048,65.61182767,84.82212706,68.69877601,66.98135464,64.56604687,76.14283625,75.27596909,56.71692902,75.08907657
