Time,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40
0,0.998042196,-0.396244639,0.239782807,0.978041728,0.587348512,-0.639384232,1.996435293,0.123598331,-0.495435407,0.790426747,-0.536238228,0.790762603,-0.359782015,-0.105409046,-1.01221697,-0.262517062,0.075805134,0.473560186,-0.618264062,0.459168546,0.115747213,0.652049324,-0.183040054,0.282424296,0.831485364,-1.039503599,-0.335629706,-0.442768964,-0.466588434,0.889592342,1.760467537,0.532811616,0.282067275,-1.135749753,0.058605067,0.544527053,0.214037162,-0.203932559,-0.325480137,-0.126578312,-0.94371319,0.498377298,1.732086504,0.025585306,0.199324505,-0.339205025,-0.657809659,0.09468884,1.710028548,-0.172480447,0.473850699,0.899370316,0.055873777,-0.413888588,-0.385235164,-0.666831298,1.647982221,-0.950550305,-0.845015066,-1.239748087,-1.058493151,0.64971814,0.001417316,0.717075895,-0.730300873,0.464315186,-0.562476946,1.517639842,0.157455879,-1.02201656
0.001,-0.87445921,0.542026346,-0.157757173,0.417716884,-1.139860203,-1.812127888,-0.375969536,-0.05060945,0.778328101,-0.372372651,-0.237076505,0.035805609,0.312354843,0.382879545,0.349111062,-0.263485039,1.03324623,0.353825818,-0.444346069,0.547558537,0.506695439,0.958725798,0.248355644,-0.161851752,-0.111943946,0.366259849,0.343517091,-0.570236102,-0.736722363,0.120472609,0.048010657,1.001381034,-0.956685621,-0.626663245,0.200662085,-1.599560299,-1.2775443,0.57052712,0.416544414,0.76109609,0.068550754,-0.118083977,1.143192525,-0.944843554,-0.006247637,-0.381706777,-0.534903795,-0.488136928,-0.780691423,0.162195503,-0.485857351,0.51794138,-0.298859315,0.120945567,-0.588419616,-0.632412723,0.621267924,0.258975255,-1.294409341,0.795837548,0.538375567,-0.162843097,-1.857781247,1.074277998,-0.276375429,0.088110143,-0.255642806,-0.446448813,0.324630107,-0.647214677
0.002,-0.222019079,0.233695966,0.215859817,0.879830657,-0.188592559,-1.01322534,-0.730583254,-0.081100405,-0.977470976,-0.069729027,0.403216369,-0.541779286,0.124236539,-0.104447406,-0.055126768,0.572316704,-0.438682243,-1.626275043,0.206634962,0.470544346,2.339805814,-0.576070714,-0.153389553,-0.097482046,-0.107030204,0.281517125,0.311305978,-0.8103643,-1.487912591,0.39376099,-0.458428201,-1.528004407,0.556765194,0.308953876,-0.740784188,0.365167874,-0.06360345,0.481178744,0.812682768,-0.389292718,-0.471481967,-1.024909623,-0.431561826,0.212995584,0.469185694,-0.082348276,-0.73344212,-0.198152472,-0.567955352,-0.27528297,0.153990457,0.817269833,0.630972212,0.15041252,0.611551126,0.375782379,0.950373206,-0.521418749,-1.466966427,-1.234427246,-1.368185406,-0.101091217,-0.285934949,0.266912066,0.417389082,-0.90446461,-0.339694043,0.530432496,0.079425063,-0.529105454
0.003,-0.221277398,0.516052683,-0.316658192,-0.13096526,0.58914913,-0.01988956,0.255262993,-0.191532535,0.892435214,-0.050517606,-0.716005473,-0.72376382,-0.754315161,1.482923691,0.655770331,-1.095493519,0.942694597,0.080171209,-0.399146824,-0.51732398,0.141583137,1.050555444,0.927287833,-0.828026192,0.621041319,0.291848743,-0.421851598,0.757743974,-1.314973136,0.796471921,-1.451050339,0.034392971,-0.689632462,0.669601574,-0.715595302,-0.318970216,-0.712351802,0.312769138,-0.567821871,-0.211174292,0.222369956,1.399807558,0.975996231,-0.348751072,-0.239190981,-0.620024923,0.124512737,0.158714434,-0.05631116,-0.876336899,-0.085039373,1.381493062,-0.853339702,0.22686262,-0.74737693,-0.472329939,-0.48478686,0.70507382,-0.755190779,0.757261238,0.617679505,-0.489121664,-0.382634217,0.798062195,0.642574754,0.020913669,0.118539104,0.252307064,0.447873479,-1.153542418
0.004,-0.85527619,0.391839304,-0.006085925,-1.760511919,-0.76218902,-0.450798354,-0.000299691,-0.888338507,0.290243104,0.849752196,0.836956667,0.247886077,0.021936375,0.308997595,0.12646006,-0.16087256,0.793190035,-0.163066997,-0.821007981,0.509095482,-0.506088336,0.810297619,-0.957825169,-0.608629314,-0.071981699,-0.804777113,-0.407868686,-0.102406847,0.997783797,0.374823638,0.497802109,-0.620725469,1.0837335,-1.185279078,-0.253324529,-0.835626565,-0.408035446,0.787505817,-0.534750067,-1.135685102,-0.252646989,0.182407773,-0.644622225,0.05057444,-1.673612431,0.723256489,0.199753542,-0.481208071,0.008196748,1.369623205,0.207999608,1.077767478,0.132354153,0.473089202,0.468681565,0.381235633,0.836055792,-0.585395174,0.553800613,-0.422051661,-0.938575874,0.596608811,-0.607750652,-0.826038799,0.348019481,0.07709643,0.235641838,0.329589915,-0.083574568,0.384873844
0.005,-0.044514038,-0.451972063,1.162015749,0.505853819,0.297864736,-2.539673427,-0.882886831,0.419294293,-1.603829016,-0.724666045,-0.06959486,-0.810282728,-0.003004125,0.446269314,0.318548462,0.132954866,-0.116679672,-1.109662933,1.013063061,-0.302683529,-0.372262406,0.396917511,0.60498528,-0.2967858,-0.088668547,-0.41054222,-1.00599854,-0.275694192,0.000748074,0.152644948,1.021648183,1.006576079,-0.455147299,-0.080520999,0.359939929,1.022247483,0.006680134,0.384406298,-0.563747975,0.484223442,0.006441693,-0.801704813,0.195498379,-0.051169858,1.217122498,-0.40260855,0.30928418,-0.641905572,0.164585672,0.521360144,0.105006721,0.733610431,-0.453016442,-0.481497501,0.08603509,-0.551729344,-0.169159334,-0.266702009,-1.00973187,0.094135806,0.761533882,-0.662044405,-0.12307562,-0.435077408,0.256672841,0.927888987,-0.625755155,1.171076955,-1.476575803,0.438914599
0.006,0.458063423,-1.27569737,0.633501913,0.49264782,-1.209222997,0.826798984,-1.148771797,-0.103905842,-0.146789375,-0.875055649,1.039963045,-0.376757288,0.413023448,0.107896157,0.820295777,-0.057800402,-0.537881671,1.111568753,0.732124905,0.240484178,0.183902414,-0.907833317,-0.604005201,-0.001802214,0.688573645,-0.921067743,-0.55380388,-0.465240968,0.873990162,0.029082973,0.296944936,1.664855892,2.658167593,-0.225584723,-1.485858674,-0.401428031,-0.011401082,-0.058582599,-0.781860168,-1.397133731,-0.365436454,-0.573804872,0.262429976,0.407275478,-0.800649385,-0.656132083,1.611780313,0.522892296,-0.442554858,-1.259658586,-0.353665167,0.518538422,-1.182373735,0.454996588,1.506255946,0.277938562,-0.030991834,-1.078895511,1.041803534,0.947624523,0.86428191,0.243263186,-1.30461221,-0.294895145,0.865670689,-0.202799314,-0.69585692,-1.346278852,0.294337493,-1.162469332
0.007,1.551527089,0.799907243,0.971608709,-0.618691988,0.384853933,-0.588645621,-0.064451335,-0.722291102,0.139142706,-0.146561446,-1.143111492,0.574474377,0.785079854,1.24235293,0.896682986,-0.514990206,-0.695847711,0.009585406,-0.875880504,-0.471502167,-0.208793424,-0.452813999,0.655793824,0.381050742,0.13105261,-0.137267809,0.09594655,1.285036271,0.00799441,-0.583702995,-0.797697964,-0.501832404,0.692189722,1.479885204,-0.134266284,0.767114687,-0.568912694,0.171633661,-0.480632095,0.584095813,0.492771412,-0.550924419,0.405665334,-0.708164107,1.223427373,-0.227416504,0.789367743,0.097112957,-0.047226913,-0.36432969,0.259648563,0.501774833,-1.017323364,0.758336779,0.021859462,-0.453227385,0.199858769,0.046037868,1.071861555,0.265150622,1.218461169,0.20308134,-0.406796691,1.768454007,1.05830331,-1.066180401,0.088941434,-1.321830304,-0.49990633,0.887548543
0.008,-0.065890901,-0.439608862,0.537019261,-0.813925955,-0.350022461,0.069202566,-0.310532804,0.46665614,-0.638112171,-0.036413041,0.13859619,-0.245867095,0.418831237,-0.35545359,0.291547799,1.33944137,0.362202683,0.983427759,0.665672134,0.346892055,0.362155047,-0.046919855,0.616634126,-0.172907418,1.214944755,0.707603003,0.195655642,-0.554248566,0.567095278,-0.037657984,-0.925599328,0.298065623,-0.526191429,0.72663807,0.066807558,-1.127145303,0.852721226,1.166696206,1.071831547,0.105063172,1.113659486,0.196829721,0.443076996,0.159331082,0.923631341,0.311054727,-0.284756841,0.533284966,-1.936508144,0.700400761,0.895561192,-0.117758929,0.783393183,-0.178507543,-0.864830812,-0.205735281,0.260979626,-1.266457584,0.037360388,-0.706800277,0.259168699,0.7437529,0.147176601,-0.74918472,-0.559099533,0.625986809,-0.303366352,0.32773049,0.573588368,0.008841032
0.009,0.919885972,-0.249135724,-0.48053644,0.473764331,1.355960468,-0.259476169,-0.368685884,0.68336237,0.35243821,-0.943314588,-1.077865916,1.230869284,-0.984248308,1.089972253,1.282497172,0.066341647,0.494643862,0.448032241,0.369257276,0.82187086,-0.663549694,1.638398135,0.285675071,-0.807395273,-1.795489348,-0.007635943,-0.253000998,-0.149851007,-0.660033769,-0.94889842,0.293765168,-0.118840713,-0.523982547,-0.442124499,-0.965551826,-1.495775706,1.029955761,0.24600166,1.461560024,0.96090688,0.026148604,0.699365347,-0.930448647,-0.384479652,0.095257981,-0.55709096,1.061003686,0.533579993,0.361261771,0.644073414,-0.189242694,-0.581615319,-0.294200669,-0.649589792,0.849845001,-1.445780102,-0.556459093,-0.162270566,0.350019941,0.360693401,0.673437663,0.638286625,-0.308009987,-0.715812639,0.337855423,0.509923396,0.614952981,-0.376797105,0.719037277,0.859752775
