Time,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40
0,70.30702648,70.27610172,53.26332939,70.29327838,61.82716495,70.25914075,79.63768142,53.32001947,58.85039287,53.0910105,71.95975561,55.48207552,67.25041322,52.68256349,72.83296206,64.19194379,80.43329272,61.37561264,51.06559103,47.52826918,81.98761123,77.49442548,72.21462009,73.59898318,73.3955228,73.95272416,64.14087313,55.27630625,74.26005845,67.62462956,55.64773582,84.70115729,67.15744749,62.20261815,47.24180643,75.01888696,65.78930129,54.59072106,59.56238285,72.66972635,74.68898519,74.2869651,55.78458039,70.65467369,61.52692884,68.06705581,82.16927589,79.11051359,67.81716016,67.32802648,75.48328735,72.07460485,59.23577433,70.20814121,68.25245769,54.14613951,77.36114577,66.38203009,58.98409594,64.09868508,72.48002156,60.06707342,58.62462325,55.20461363,70.09796333,50.29818492,87.70452227,67.10823165,72.43289563,45.63967462
0.001,78.46431518,65.34352624,51.93927348,80.43821183,73.4806894,56.73896674,77.48044719,57.59034422,79.13369043,59.83870945,71.03004244,65.82219835,70.55296259,46.84263496,66.91963084,64.81929768,75.91358278,63.39996752,46.55146954,54.95121383,70.62947091,64.97520717,69.05388324,66.19408997,76.78267138,79.86408015,67.01409935,72.5588365,76.69503512,71.56017677,69.42578356,84.49023166,61.41611837,70.2907755,51.40895391,67.87261434,74.14981092,62.82621111,55.81164369,77.07569446,68.89449329,84.94776583,52.97119436,81.93260769,66.34763956,67.00119644,76.29653197,65.61362242,84.66361376,70.30734446,76.87286208,65.97588441,70.48755074,63.20556374,65.43260315,57.50966999,73.11975916,71.99553856,52.33216335,69.15160478,69.00945738,61.19458889,49.25067285,60.17708636,67.49858615,56.11306046,60.34182826,61.87414141,69.00227244,68.2532336
0.002,76.28533508,78.26771812,55.31157361,79.7141565,68.80350196,48.73751833,65.81467393,60.64162653,70.91724619,56.48429403,63.75873566,59.814465,67.51832684,44.81033565,67.9273736,64.83160434,59.06198041,77.82216755,61.30315908,65.27033337,71.0506357,71.09150213,73.61329085,67.23478061,78.94861897,63.38143164,68.06541937,62.07958096,70.2084598,78.60277278,70.49956728,81.71085844,56.73534623,64.3729897,62.03414451,83.26132158,73.17117098,65.44271551,67.51770559,83.1201339,68.35030824,63.12385664,53.58262199,71.06438013,68.3006256,63.67602153,74.21432831,77.36450559,79.36753904,61.97198868,77.06596194,67.21582016,70.89919505,55.31393204,61.78031965,64.14399259,66.11210787,69.5518062,61.29516734,69.12214861,77.81416026,58.34701191,54.4381214,63.25029153,63.99005449,50.00780819,82.69474687,72.27899612,72.57536908,62.99337187
0.003,69.54708631,71.85934935,51.88373061,90.88475717,62.29305858,47.8771654,84.81564911,45.17938857,70.39913176,65.84807452,79.71150645,65.11091703,76.34588828,47.64624745,78.73871007,62.14532292,76.26352187,63.14561756,50.20305145,58.36516953,74.27794214,74.13745488,82.24597623,76.74581462,65.61461114,83.4109792,59.59187817,58.31814979,72.7248749,76.20427927,60.90571171,76.34044274,57.88525563,67.13296488,52.91127204,69.73169343,61.69940128,56.74058973,68.31601699,73.26762253,67.69272052,80.67695119,61.99838242,80.25424608,52.14607238,61.76299067,76.05992208,57.35883526,68.25765523,65.75146149,80.54318442,72.78732371,72.36420981,56.98002836,65.56726193,75.03382472,69.44494796,70.35775952,61.18514437,53.27884883,66.35763074,45.32612305,52.67813096,67.20304255,68.07441764,58.80994947,66.07332751,59.55259275,83.88777342,67.39099409
0.004,70.26882932,59.89467118,53.17462339,82.46267291,65.89918598,49.82511514,77.15580475,57.01746815,71.76040117,67.68597756,79.23537118,61.14312974,59.43519315,49.48336142,75.29309775,56.52515009,73.46027059,71.11863294,46.74949324,58.97053776,70.76476433,75.85127346,72.43323483,75.34337394,63.23034597,76.27988343,62.84967559,70.875009,78.36811623,67.85591614,65.38799694,80.28696612,72.62445592,77.50559518,54.00220278,77.44966086,66.04297489,59.37320526,59.27493873,74.51493925,57.77067084,80.71321024,68.75474073,64.07736517,74.828577,74.63417502,66.29067622,80.53622128,71.94992644,67.67574151,76.84744214,75.01391593,67.85122185,64.36712507,64.89869036,73.78965439,75.87078439,63.77311494,65.56892462,61.60603985,82.28119441,52.93353698,51.84287832,58.4676167,62.86607277,53.05129368,66.45033341,61.62188172,63.25300919,65.39128454
0.005,70.31218831,72.8506465,51.48183089,72.18450528,73.58023446,50.9147841,76.28402796,63.28711574,76.9733607,69.42803069,77.61334206,69.99834622,71.13887255,64.1433597,63.36619261,59.36579205,79.53539449,70.03655902,45.13995553,54.84931367,77.60956945,76.02228531,65.79142882,69.43940306,76.90348659,72.92753491,66.85171081,72.51374203,86.29069382,77.5836611,65.95440903,79.30762863,61.56196456,63.18187641,55.68257765,77.82817019,67.51538262,64.572388,63.77404442,75.62035341,70.81003281,79.17256546,63.00521331,70.83960338,62.32885649,61.13155811,69.40808627,66.37420284,59.95299137,78.27431717,72.80353682,69.71192355,72.00041636,57.13852338,66.81646687,65.96706219,77.30478519,70.51538675,59.76797441,57.40238704,67.03278388,58.6885047,62.2605396,60.04391637,61.01448105,60.38573416,70.8958098,69.77707405,80.59730947,73.40781229
0.006,74.40517773,60.84999278,44.85290284,77.81186209,70.58464567,67.44240958,77.32782279,57.40060821,72.73715537,56.83156343,76.44159783,50.69638517,76.92076203,50.28044493,79.74761177,71.95398856,67.22497147,61.27608589,46.59217664,51.7560491,61.34236332,75.89974402,76.3419368,73.8347971,71.2913657,67.35938422,64.67586076,78.78353449,74.57182005,81.06756701,57.19640241,71.65731688,58.44555497,70.27381078,59.06053685,80.79906741,68.21440445,65.19306028,61.13699419,77.15146639,64.78717871,75.99282495,51.01959951,69.26509039,61.46190018,67.98599208,73.70138431,69.52334287,65.32432471,61.44971522,66.3490922,73.24687598,79.51978514,61.59766099,65.17950237,71.98546153,72.9657353,65.7383786,66.71178298,72.01140883,73.1380807,54.35472475,52.25320826,75.36043264,67.75357671,58.55853379,71.80424893,57.53415061,72.9699795,64.71039075
0.007,70.96520616,66.61526141,58.24737526,81.72717201,64.8098661,43.39630603,71.82226211,58.08760201,70.95614013,52.2022249,78.18538166,71.35158771,64.73435522,67.73242165,66.9662456,65.05283959,67.96586341,68.14118063,44.7835529,52.53389843,74.09201391,73.32374388,81.24810683,70.72304576,81.41753325,77.61562651,61.47668659,54.89357858,73.11669003,60.30268127,72.25542597,72.34775522,65.70537598,69.53136713,46.80144611,76.46404651,72.26940281,64.12547221,62.4835976,67.2936023,69.15625772,80.84019575,53.51234119,77.2177237,72.04244431,59.81728048,80.93682506,67.01273449,74.92338931,68.39262137,74.50130454,63.04408784,66.45995502,49.63770572,69.95116416,62.46726783,74.51439215,60.54219107,62.2092795,68.55577164,80.95040831,53.20680407,54.42101987,59.77465611,62.68616402,50.82174835,66.71996793,68.26555182,70.97070194,59.98500808
0.008,75.44398515,69.62687254,54.81442975,80.7982789,70.24795507,64.6677637,72.15137683,63.2472585,77.03537142,64.91869957,78.07630833,55.59708481,74.9407062,57.42077202,68.57843517,70.63145173,73.76000371,80.41958805,49.0640345,52.40449905,73.94578924,75.5233718,69.33200136,69.61657846,80.07242349,71.37804204,76.532406,63.85324273,77.73174421,72.60797466,69.31011936,72.08197227,66.57456533,69.98937336,60.0266074,65.53422839,66.13506584,63.26333826,69.78070898,74.15373584,68.11263166,66.95724598,64.6618294,71.96045289,58.51754986,68.97770788,75.00259607,75.25302196,62.73444966,65.12650406,79.63165702,60.33210693,61.51045036,59.4397008,59.26673381,66.33211877,71.61441926,76.41946292,58.96386139,62.89532587,74.19715313,42.66618411,52.71095087,63.56463498,71.34578058,52.58258039,70.70663879,70.16279146,77.06359882,64.86025373
0.009,70.3498621,68.51264058,46.25062364,78.98034388,62.99011265,53.81170312,78.86038748,67.03330708,68.28482867,66.67884916,74.91289101,50.95903274,69.63603472,53.05183218,74.308129,69.68263102,66.42216289,58.40809881,53.2755668,72.38863029,76.61371312,80.90542524,74.17541987,66.08115912,76.64286187,78.35947935,58.77746477,68.49257085,84.22870361,70.69798638,57.38613028,89.88066755,64.17021359,69.33313935,56.95989019,72.53078886,77.84143153,55.17584515,62.76506682,75.83673336,42.13992223,73.22250729,54.45883712,70.84557663,67.46911832,68.26267172,80.962117,73.73970117,63.94734351,64.86437154,68.34412058,61.25842146,65.67587768,56.43436488,73.14364444,76.89541571,79.62231409,63.52669019,66.25604102,58.4194277,70.75340166,41.9712566,55.99907623,56.36112955,65.66661759,58.76667526,77.12109688,71.93010025,74.96282489,56.79882518
