Time,U1,U2,U3,U4,U5,U6,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30
0,1.238942196,0.033369284,1.489209513,-0.691391629,-0.164919789,-0.991568406,-0.340441133,1.231778678,-0.24541108,-0.309192261,0.100262317,0.060669319,1.331574862,-0.080493725,0.443503421,-0.989486344,0.394663209,0.239022348,-0.210140069,-0.640515494,-0.234559296,-0.956255209,-0.974383905,0.411306005,0.398158727,0.153970554,0.473240719,1.139931073,0.771531599,-0.981578197,-1.07758356,0.096109565,0.322191973,0.378968672,-0.617791598,-0.592138299,0.064524979,-0.651608759,-0.569246308,-1.346402628,-0.260186963,0.771094618,-0.208735805,1.177892336,1.444092674,0.80637837,0.079375933,0.613592953
0.001,0.465751913,-0.36050905,0.763601991,0.56047774,-1.226357104,-0.949883537,0.756202995,1.075799178,0.170347168,-0.691011594,-0.488628246,0.519538338,-0.068776168,0.244957542,-0.587402068,0.231659161,-1.069112956,-0.707556475,-0.734223983,0.475091137,0.115052786,-0.069780092,0.493580225,-0.728792902,0.871729218,-0.635453463,0.209025165,-0.286780744,-0.204629788,0.993169244,0.616659272,0.66774133,-1.037727842,-1.483122479,-0.265994729,0.380320688,-1.484334576,-0.37258465,-0.471974983,1.562506195,-0.642042601,-0.422116165,0.860385522,-0.650760159,0.085800613,-0.311519151,-0.807013498,-0.082424682
0.002,-0.811506133,0.175696095,-0.274668711,0.584473427,-0.375199952,-1.409215812,0.866072884,-0.50055634,0.219786443,0.685105761,-0.014020764,-0.171174907,0.236193418,-0.247610557,0.449650246,0.773515342,0.135090273,-0.316540052,-0.60143924,-0.510510738,0.074994208,0.121976857,-0.513929868,-1.680669002,0.959864522,0.618448212,0.98651836,-0.329952688,-0.546240473,0.4800638,-0.029030595,0.13290892,-0.279427799,-0.106120551,-0.570738256,-0.629408263,0.767327486,0.049966154,0.055214542,0.00241167,0.219106249,-1.361096563,2.462741244,-0.342745619,0.233842598,0.759340802,0.246494274,0.976124799
0.003,-0.00144745,0.876075031,-0.30001783,0.692384061,-1.009989683,0.443619081,0.248919797,-0.355507058,-0.194452458,0.612080622,-1.551070938,-0.160145829,-0.69843757,0.396386136,-0.387443814,-0.008214531,-0.488578168,0.953867538,1.336392095,0.536687477,-0.229894787,-0.547072297,-0.710607137,-0.964668732,0.822657972,-0.032555051,-0.181863838,0.694569121,0.081749296,-1.422192122,1.624162923,-0.65712053,0.757695396,-0.165933646,-1.539835121,-1.041277069,-0.387783559,0.450320893,1.003501006,-0.039728643,0.532310637,-0.814875305,-0.326665054,-1.388892184,0.617329553,-0.544078126,-0.14980311,-0.313072453
0.004,-0.80393621,-1.513770242,0.119664661,-0.765889469,-0.982796652,-0.103128969,-0.859478372,0.556085857,-0.405472528,-0.349698742,0.35564954,-0.462173389,0.19901793,-0.79468485,-0.033254592,0.358265411,0.241819389,-1.088858284,0.722811897,-1.03084667,0.178444001,0.872897205,-0.25445757,-0.732075781,0.54308758,0.56676485,-0.869330357,1.054557886,-1.304635004,1.027242266,-0.698455939,0.350653385,-0.048862847,-0.564550176,-0.974979754,-0.897299043,1.749789381,-0.92742282,-0.772906829,-0.484768676,-0.954365426,-0.166550249,-1.149621874,0.259926188,0.79478734,-0.756910223,1.442865088,-0.229996503
0.005,0.412507281,0.746662761,-0.063256425,-0.309210779,0.252813451,0.781722426,0.582757544,1.406782527,0.335778541,0.617630496,0.234081524,0.251471001,0.588776294,0.18959513,1.224596246,-1.027558891,0.327750958,0.401111476,-0.494768132,0.958635818,-1.693291007,1.616496509,-1.672505529,1.503506997,-0.914443274,-0.17470594,-0.807292887,-0.613731494,-0.145366864,-0.247791762,1.206032108,0.839985968,-0.39129149,0.607311516,-0.511121524,0.319053865,-0.195037037,-1.125663467,-0.709764746,0.934080923,0.244828126,-0.622807675,-0.812108253,-0.498449586,0.051154175,0.577143756,-1.025096062,0.163643102
0.006,0.18350148,1.070247037,1.235689582,0.261210932,1.505498899,1.519105953,0.274055224,0.252440872,-0.165212222,0.073182115,0.907824707,0.493012082,0.152150945,-0.718875941,0.764108776,-0.25779994,-0.333489519,-1.062825705,-0.134548069,-0.409740391,0.091120153,0.504284044,0.092325975,-0.259157337,-0.310802168,-1.769755796,-0.386102804,0.10876962,0.616251603,0.503513721,0.015605004,0.666809918,1.596509987,1.591980815,-1.012529673,-0.263292554,0.355031241,0.024260668,0.929981038,-0.093030259,-0.420349875,0.358517634,0.035318335,0.872090037,0.595757148,-0.029762004,-0.062051893,-0.241693704
0.007,-1.4897332,0.73063031,0.108421819,0.927231537,0.786480388,0.963400898,1.119085375,-0.40782597,-0.016661463,0.838297332,-0.68646109,-0.001853814,-0.301668603,0.270422125,-0.878173739,0.414254798,0.157767135,-0.007749778,1.059927004,-0.523871366,0.310459928,-0.454393097,0.321073893,0.952459813,2.422161171,0.463724797,-0.456046708,1.515173695,0.022472527,-0.269549009,-0.290043914,0.48118404,0.07772746,-0.539049586,0.029561662,-0.399081987,0.593255361,0.573332553,0.991413733,0.165419266,-0.684738277,-0.891214798,0.763744759,-1.573748132,0.836056196,2.284834966,1.152897174,0.001392023
0.008,0.259669102,-0.652832326,-0.127410276,-1.08840615,-0.62914237,-0.406035216,-0.452344854,-0.062510422,0.236816971,-0.498489265,-0.154498807,-0.116787515,0.414748327,-0.334669406,-0.710112361,0.165911118,1.185351283,0.911550114,-0.640508118,-1.441657269,0.249499122,-0.630264967,-1.1152097,1.105487319,0.123644323,-0.457098091,-0.749842537,-0.198107202,1.440042432,-0.126465667,0.224459006,1.488374818,0.225776241,0.647272469,-0.270180717,0.06213843,-0.896231733,-0.694330898,-0.507382091,0.270525367,-0.440937767,0.557515348,-1.01962556,0.173130256,-0.249070612,-0.179158352,0.254948133,0.046565306
0.009,-0.534461666,0.33138547,0.223062146,-0.310915248,0.420182774,0.069628867,-0.240780355,-0.312925572,-0.614022465,1.283491652,0.768962107,-0.258831864,-0.738570848,0.168936133,0.230063323,0.782996058,0.006991068,-0.371152406,1.949773182,-0.052139913,0.608119311,0.549118347,1.106727197,1.492451991,-0.058562901,-0.819524821,0.218161304,-0.769493233,-1.310939178,1.554100266,-0.922912994,0.107602384,0.189430159,-0.289332993,0.144757511,1.105802623,-0.163281946,0.79008429,0.073561739,0.540544736,-0.389099611,0.53030721,0.150527078,-0.201319073,-1.667960038,-0.003971606,0.009165235,0.342505944
