Time,U1,U2,U3,U4,U5,U6,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30
0,0.209407897,0.233672808,0.399465439,0.510994135,0.698009019,-0.884930558,0.415529615,-0.236227869,-0.204994243,0.486994124,-1.071748532,0.580896699,0.896788516,0.347685694,0.299350608,0.126465475,-0.566093863,0.12411995,0.015380004,-1.426592315,0.640505049,0.533730735,-0.567336866,-1.394986318,0.214865321,-0.899898627,-0.434403971,-0.940745705,-0.685561598,0.239597539,0.835023578,-1.212725733,0.051400403,0.607787534,0.002023849,0.180512264,-0.272182753,1.134605673,-0.004575132,0.803320649,0.462289108,-0.336376197,0.030194677,-0.181404244,-0.075123023,-0.090549175,-0.083184391,0.148928138
0.001,-0.214649102,0.067772519,0.391821909,0.113675432,-0.280951093,0.398128464,0.27132446,0.030688934,-0.261235779,0.022883733,-0.223811792,-0.132291104,0.349388256,0.51224578,-0.464977971,-0.460109693,0.531979845,0.251863051,0.977417395,0.752862534,-0.114425128,0.256745564,-1.094183421,-0.190122853,-0.070932888,-0.884031947,-0.169444851,-0.024808975,-0.910824426,-0.249701507,0.296721348,0.34821611,0.345611296,0.045254801,-0.584688067,-0.403959076,-0.636874872,0.71303038,-0.271166473,1.192845258,1.032329204,-0.56982138,1.278412936,0.671642722,-0.729131749,0.040530155,-0.579838235,-0.187390993
0.002,-0.043591338,-1.009969183,1.125039532,0.273897831,-0.236745191,0.166775022,-0.102990694,-0.355951907,0.456224625,-0.357977722,0.036737784,-0.827081027,0.467634968,-0.786598025,0.037985092,0.905006362,-0.485201306,0.976760111,-0.375735126,-0.721892625,-0.672340033,0.489947906,-0.707778115,1.035283884,1.126607671,0.570125688,-0.339311771,0.092020339,0.331541495,0.649457851,-1.091272007,-1.038737891,-0.145106044,0.608844376,0.176551804,-0.256718536,0.49822473,0.837977188,0.096177489,-1.270786791,0.839769659,-0.199085308,0.318751014,0.272300548,-0.199322114,-0.806842887,0.269189969,-0.270473664
0.003,-0.366842106,-0.756399794,-0.211203471,-0.037698824,-0.091910473,-0.955396639,-0.364750439,0.44085975,0.347315216,0.419984946,0.283722614,-0.5225385,-0.318104194,0.613253433,-0.489279983,-0.185274286,-1.121419093,-1.580511703,-0.561449982,-0.823997225,-0.06106829,0.481479762,1.70880503,-0.847031383,-1.129781792,-1.124049119,-1.456717734,-0.056240578,0.272700962,0.43386356,-0.351257374,-0.20324357,0.568119435,1.270282192,-1.17194232,0.079048316,-0.256710906,0.73384604,0.601742265,1.693828031,0.228318589,0.414466992,0.662029212,-0.197895095,0.467898376,-0.691311672,-0.493503811,0.481515829
0.004,0.44798985,0.010812489,-1.445852064,-0.75738288,-0.163327285,-1.294807856,-1.676822367,0.872996986,-0.368628994,0.082094364,1.02316247,-0.561115409,-0.310118912,0.31637007,-0.917432873,0.264045752,-0.221499787,-0.556641694,1.314733354,0.95404193,0.705642361,-0.196681037,-0.09429057,0.203591017,0.624958359,0.974164722,-1.741323171,1.01908132,-0.251430222,0.066819325,0.648213032,-0.853032356,-1.170218089,-1.169076817,-0.595154529,-0.486216172,0.816723531,0.332535206,-0.33656347,-0.304556487,-0.684204237,-0.954809791,-1.236954768,1.036118661,-0.808285267,1.516618242,-0.271230854,0.053204209
0.005,0.416529656,-0.161348565,-0.280514859,-0.307619512,0.5247814,-0.395805333,-0.382689371,-0.388469805,-0.360207322,-0.169277758,0.960102754,-0.636178473,0.311233551,-0.359958366,-0.587838862,-0.28356854,-0.047773848,1.152775434,-0.363690302,-0.172693579,-0.139495872,0.85432702,0.703403358,-0.166214268,-0.344736054,-0.914195735,0.399898602,0.740597836,0.167945633,0.962046779,-0.358371206,0.871780613,-0.896424342,0.24821447,-0.284908349,0.931005667,-0.49273224,-0.883246759,-0.802274058,-1.138330157,-0.054773391,0.337273236,1.2430001,-0.65808388,-0.180847392,-0.489618722,1.013682776,0.421096702
0.006,-0.515974899,-0.108878673,-0.323602832,0.932263636,1.024240534,0.597425485,0.137866103,0.847163347,-0.894923852,-0.901237907,0.669707387,-0.588533162,0.367014147,-0.459137754,0.110125726,-0.522954205,-0.908895746,0.052271903,-0.482391217,-0.156889375,-1.110534299,0.299664088,-0.52687046,-0.563894349,0.32124147,-0.897571836,-0.477287343,0.074501155,-0.644748286,-0.214026797,0.419137308,-0.030326609,0.491467289,-0.498356791,-0.894332645,-0.363298094,0.880059713,0.642715932,-0.35658119,-1.015020328,-0.626468292,0.080856576,0.640784536,0.570742513,0.713726727,-0.154083665,1.041263983,1.173644281
0.007,-0.298750362,0.320267498,0.578856267,0.295950463,-0.86096014,-0.825098334,-0.240776223,-0.182632919,0.719245985,0.618068435,-0.078459399,-0.372531393,-0.267752955,-0.348571622,0.424637735,0.334531662,-1.060639839,-0.304485013,-0.433339422,-1.298341684,-0.436755503,-0.152106244,1.021487761,-0.08329392,0.209709497,-0.23449692,-0.609441104,0.415100787,0.04910103,-0.87138761,0.286052853,-0.775166761,0.0093582,0.521566213,-0.400325806,0.687268613,-0.458822345,-0.068735037,-0.164455006,-0.366054668,-0.866245598,0.04120617,0.57704172,0.373481307,0.045376066,-0.879402657,0.177321844,0.808894218
0.008,0.429712952,0.083627299,-0.12625468,-0.634028057,0.948821378,-0.024153145,-0.180450274,-0.776228113,0.481496243,1.168940967,-1.32779897,-0.543265015,-0.184840525,-0.065551291,-0.296165635,0.045140683,0.12650609,-0.914329409,-0.357928075,0.915014261,0.318859389,0.681336942,-0.003489448,0.931478395,0.991158876,1.214468059,0.190619305,0.272879234,-0.29564184,0.71601466,-0.163300388,1.15018028,-0.426416675,0.233835755,-0.936853744,-1.011532474,0.145843967,-0.372205982,0.367836143,1.635387151,-0.781457745,0.299841501,0.486778822,-0.150591448,-0.864462842,0.150568542,0.121310525,-0.782699178
0.009,-2.429684122,-0.70127006,1.091481375,-1.753933206,0.843561806,-0.834283342,1.543415226,1.277575709,0.108768405,0.282794042,1.976475211,0.998752599,-0.177392072,-1.0352755,0.070649706,0.049218585,0.439446146,-0.124013098,-0.61630891,0.916458609,0.336585504,0.221572183,-0.282052254,-1.102310798,0.120498138,0.884685641,-0.511652706,-0.32357494,-1.065388024,0.407387164,-0.470347832,1.866143265,-0.712471862,-0.668503375,-0.805379777,-0.271084409,0.85256959,-0.455154873,0.953994601,-1.010905007,-0.750292262,1.510649227,0.279275869,2.102823675,0.525306903,0.395005576,-1.327591132,1.180528598
