Time,U1,U2,U3,U4,U5,U6,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30
0,58.7795345,55.07851324,59.80477445,59.07322981,66.32034259,46.27874378,63.15981784,66.3055795,66.32369213,80.43040468,59.45023664,75.36061868,37.22678432,55.51705968,76.41516944,52.71410453,65.1018706,68.56895414,39.48581852,61.98603448,51.51927032,65.79297682,53.39116292,66.39384973,30.96031004,31.33075113,62.58269604,51.99857525,41.57514805,61.52829011,65.91344598,73.11912798,60.3984122,52.19537778,69.9667613,33.92093874,60.19808669,49.61088531,57.44065713,51.72891866,57.7174422,63.45288595,50.0818772,65.60063634,44.68541736,47.43492909,42.41583795,43.9413331
0.001,64.62816051,75.50670548,75.40314435,44.96413852,62.46481313,45.53500457,67.66159996,68.70251468,67.22842366,67.04292013,61.67535918,52.60935398,35.54539297,69.34543604,79.58586386,56.76161578,76.86874823,50.56840822,66.10723059,70.48217354,53.99253122,85.88360244,57.25169362,73.05302375,36.77487122,35.61093548,68.51020043,67.19488948,43.30540157,71.63936047,64.54586748,61.45713707,49.77200207,45.9790275,55.66548382,33.38202783,70.28975971,37.54606824,55.50467651,50.38402916,51.9294178,71.95979742,55.99470072,60.64317703,45.53403221,70.09515949,52.38641447,56.43949763
0.002,62.84708589,66.77116037,45.28604564,41.32251163,62.04065252,56.46235564,76.95659147,71.30943974,69.2652156,62.84603671,60.52846132,63.20287951,40.2608828,42.8404538,59.03523083,60.90900312,71.08171803,60.94996088,55.19227931,74.36845915,40.6325354,70.95333574,53.38503655,74.79936304,30.73241535,32.44221511,60.27469208,80.89248138,41.99404294,64.15910428,65.5590742,57.73725098,54.6674078,33.85668588,54.58939884,42.56516782,71.24500455,48.30485122,61.65128644,66.3049924,66.17899211,65.51219416,44.72469731,48.59762543,31.88185969,66.78214733,50.63415295,49.01035724
0.003,74.99360627,69.06541996,60.70276026,49.51540303,56.43216197,53.60694998,58.93315244,54.22276323,81.85196589,58.06096817,61.04935083,59.69779961,57.16033196,55.81121107,66.74343307,54.44274963,79.7130633,77.67484932,51.38434014,68.09584998,47.68344976,62.73219034,61.27009839,63.04810578,50.27492483,36.76872427,79.74922752,61.71243929,46.01609806,59.23630863,52.29864936,65.13116486,61.38530652,39.27317311,60.83852286,43.29417636,74.75910219,46.19710225,82.29253178,64.28117424,64.02277888,57.37942987,51.26385298,58.37366216,39.55924835,60.90419406,50.80039109,49.89551247
0.004,84.30501345,63.42434497,60.84997839,55.78728823,57.20330479,61.41973786,71.03033962,46.12274938,65.23819458,64.00926985,72.78239667,58.03852013,46.07681253,55.53088528,65.10441405,61.68644803,61.69825602,73.38072388,53.2193288,68.00885244,29.34616334,77.71754783,59.86659238,57.89342467,46.57300246,45.96374154,56.72444174,63.24710804,38.43733372,60.90947897,59.5937326,68.7849742,79.29908463,42.17063083,59.28747416,29.62948587,74.39703558,48.50595749,75.16788137,65.98345513,55.23431657,72.60869126,48.59022879,47.75317018,46.05020285,63.8116597,54.59242833,44.38553839
0.005,66.39404773,84.55995837,67.25935736,46.81967653,62.20617576,41.57486962,81.00839426,45.17982069,65.00351613,57.60466518,65.06835221,47.70690658,42.70221913,63.62285051,65.69812147,63.63480523,60.75879747,89.36286375,57.258344,72.08656439,46.42283073,63.68980808,64.80900979,54.43307835,39.75823112,22.86955565,58.92855973,62.6510121,29.58780266,59.84276099,45.97110399,61.20681441,77.79613262,50.86120534,62.31620331,26.58334541,65.17130228,49.88822328,60.62360101,59.84993658,70.12422989,75.28070816,42.2708079,64.82095502,21.59321556,81.14022079,43.36894848,50.40970938
0.006,60.43570461,60.18335571,66.36679036,53.48743405,56.98932574,34.66989752,51.20302739,46.30084127,70.01396472,62.03575043,74.57859183,55.22956958,53.37802177,38.28761343,61.38860796,64.71764002,77.52276002,72.06442917,56.11646769,63.78075535,33.43922823,70.91256177,42.32451006,72.51103758,44.58658732,46.55601357,54.02921835,64.98032528,47.37546235,66.19371183,43.89739093,81.83965155,68.92874887,46.71060371,62.07052444,32.31303318,49.16542731,51.38627939,76.26278569,62.04383506,48.18804779,67.29058994,47.35582023,56.92189923,37.79323335,68.53022867,54.71409542,58.66799495
0.007,72.73020798,68.24518643,57.79421361,54.25922391,68.69772157,52.2683756,67.23116984,67.44529752,75.87564821,75.99023933,55.88546483,50.48477954,52.20148329,64.86763571,86.65350513,55.13654786,80.87896737,61.20034533,64.5367657,74.05210164,50.13370634,76.06900037,54.79720096,75.04322455,55.79884712,34.1385629,68.42107775,59.758005,58.75710131,67.47441599,64.14847602,50.9172381,69.82069297,40.25607909,63.88963036,38.01415942,66.94399265,40.08271271,47.77823969,54.87515353,63.30865592,64.61947604,64.39474489,71.4798424,34.26285874,57.58308566,52.32736491,42.83943251
0.008,67.8784861,64.38330958,67.33938037,51.77407311,71.61659483,58.78681656,73.2805614,48.84459936,68.88876047,72.0821374,54.69023886,43.68029084,47.17510134,41.29428925,63.73164121,63.53279259,65.06798718,67.74345245,50.37562918,71.96601052,43.65906815,69.68389247,63.30334589,74.25849268,40.54655866,52.41517238,76.35408523,74.03621829,59.16871167,59.61737078,66.60298436,64.60218048,66.96871136,29.11047934,63.81309764,46.25327467,69.9861433,49.61251646,49.21845426,66.42660967,51.94377935,59.89819117,54.43110159,60.12904329,33.59636682,54.84029269,41.6467138,39.99780004
0.009,86.55653454,68.90059924,60.93089433,51.83337384,61.63955126,52.25935216,68.19340769,57.00119081,62.37247463,78.49701491,69.04190467,46.93222298,50.60985469,51.54181592,61.19856909,58.91346628,52.66595133,71.76590114,53.41574613,56.22137762,39.01502528,74.36348017,44.65802572,71.40597478,51.42625543,28.28289393,63.02886175,62.61233472,45.34519967,50.25450146,51.33702535,75.67630915,55.54009474,41.66042073,59.77347324,41.75219265,86.16186651,53.41157079,62.48643477,46.89471009,65.79732864,65.13279034,46.94165885,68.79746515,53.5185738,63.39341203,51.67831184,54.93861056
